Name ,Cusine,Date,Quote,Review Detail,Rating
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Amazing place,"My first visit to Nepal and my second visit to
The Road House, the people that work here were amazing, Angeela was my waitress and the service was excellent many thanks.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 17, 2023 ",Pizza,"Best pizza in ktm city. Place is very chill. Quick and good 
Staff are very attentive and friendly. Good ambience Thank you.",4
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 15, 2023 ",Excellent vibe and food!,"Always enjoy coming to Roadhouse when I am in town. I have been now to both locales. This one does not disappoint. Excellent vibe and service with superb food and choices of food, too. It's also quite a relaxing place!! If you're visiting KTM, this...is a non-touristy, excellent place in the Thamel area to enjoy!More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 13, 2023 ",Great breakfast & lunch!,Thank you Manish & the chefs for amazing breakfast/lunch experience. We will be back for dinner! They make amazing pizza and breakfast!More,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed July 30, 2023 ",Good service,"This place which is located in boudha is the best resturant for pizza , pasta and coffee . I mainly like here service . My server Soni Raii her personality is very good , friendly , well-mannered and polite she recommend me mushroom delight pizza...and seasonal fresh juice and sizzling brownie which was very delicious . I want to recommend this place to main foreigners . We will come here again.More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 2 weeks ago ,"Good food, great service ","We just went to have pizza, were confused what to order but Angeela sorted that out as we could order one pizza, half margarita and half greek. Pizza was very tasty and service was great from Angeela and all the staff who served us.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 2 weeks ago ,Beautiful restaurant—-fun atmosphere!,Love the pizza.  Love the atmosphere and I love the service!  This is such a classy place in the midst of the Thamel chaos!  I have been here many times and I have never been disappointed!   Angela and Raj Kumar and Rasmira were so great!,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 3 weeks ago ,Amazing Place!,It’s a fabulous place with amazing interiors and lip-smacking food. Really had fabulous time and our wait staff Pradip was very courteous.,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Great food and atmosphere!,"Fantastic food and service!  The Spicy 
mamacita pasta and the Roadhouse Platter were on point!  The service was also excellent.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Excellent,It is good place to have good pizza. A place to go for food. Please visit. Service is so fast and they all are so friendly and hospitable.,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Roadhouse Kathmandu,"Wonderful atmosphere, wonderful pizza, wonderful service. My favorite restaurant in Kathmandu. Highly recommend.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Superb pizzas and great service.,"Second visit in two years. Love Nepali food but after 2 weeks in Tibet, yak, rice, poor Chinese food, the Roadhouse pizza was a must. Tasty, fresh, excellent service and pizzas better than many London restaurants.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Home away from Home!,"When travelling for work, alone, for longer periods of time, the places where you stay and places where you eat are of great importance.

To be greated by name, poored your beer of choice by default.....   such small things are far from small things...

Angeela...is the sweetest person.
Small of stature, but with the biggest of hearts!

And, of course, my beloved Chi is treated, by all the staff, as the true diva that she is.

She hangs in the bar, ever so often.

I have my dinner,  Parsley ( saud Chi) has hers.
No questions asked.  Steamed chicken gets served unasked.

Not to mention spoon-fed water whenever Parsley is on the picky trail.

So, I admit freely, I have one spoiled rotten Chi, but then -so am I!More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Amazing place,"My first visit to Nepal and my second visit to
The Road House, the people that work here were amazing, Angeela was my waitress and the service was excellent many thanks.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 17, 2023 ",Pizza,"Best pizza in ktm city. Place is very chill. Quick and good 
Staff are very attentive and friendly. Good ambience Thank you.",4
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 15, 2023 ",Excellent vibe and food!,"Always enjoy coming to Roadhouse when I am in town. I have been now to both locales. This one does not disappoint. Excellent vibe and service with superb food and choices of food, too. It's also quite a relaxing place!! If you're visiting KTM, this...is a non-touristy, excellent place in the Thamel area to enjoy!More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 13, 2023 ",Great breakfast & lunch!,Thank you Manish & the chefs for amazing breakfast/lunch experience. We will be back for dinner! They make amazing pizza and breakfast!More,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed July 30, 2023 ",Good service,"This place which is located in boudha is the best resturant for pizza , pasta and coffee . I mainly like here service . My server Soni Raii her personality is very good , friendly , well-mannered and polite she recommend me mushroom delight pizza...and seasonal fresh juice and sizzling brownie which was very delicious . I want to recommend this place to main foreigners . We will come here again.More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 2 weeks ago ,"Good food, great service ","We just went to have pizza, were confused what to order but Angeela sorted that out as we could order one pizza, half margarita and half greek. Pizza was very tasty and service was great from Angeela and all the staff who served us.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 2 weeks ago ,Beautiful restaurant—-fun atmosphere!,Love the pizza.  Love the atmosphere and I love the service!  This is such a classy place in the midst of the Thamel chaos!  I have been here many times and I have never been disappointed!   Angela and Raj Kumar and Rasmira were so great!,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 3 weeks ago ,Amazing Place!,It’s a fabulous place with amazing interiors and lip-smacking food. Really had fabulous time and our wait staff Pradip was very courteous.,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Great food and atmosphere!,"Fantastic food and service!  The Spicy 
mamacita pasta and the Roadhouse Platter were on point!  The service was also excellent.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Excellent,It is good place to have good pizza. A place to go for food. Please visit. Service is so fast and they all are so friendly and hospitable.,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Roadhouse Kathmandu,"Wonderful atmosphere, wonderful pizza, wonderful service. My favorite restaurant in Kathmandu. Highly recommend.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Superb pizzas and great service.,"Second visit in two years. Love Nepali food but after 2 weeks in Tibet, yak, rice, poor Chinese food, the Roadhouse pizza was a must. Tasty, fresh, excellent service and pizzas better than many London restaurants.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Home away from Home!,"When travelling for work, alone, for longer periods of time, the places where you stay and places where you eat are of great importance.

To be greated by name, poored your beer of choice by default.....   such small things are far from small things...

Angeela...is the sweetest person.
Small of stature, but with the biggest of hearts!

And, of course, my beloved Chi is treated, by all the staff, as the true diva that she is.

She hangs in the bar, ever so often.

I have my dinner,  Parsley ( saud Chi) has hers.
No questions asked.  Steamed chicken gets served unasked.

Not to mention spoon-fed water whenever Parsley is on the picky trail.

So, I admit freely, I have one spoiled rotten Chi, but then -so am I!More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Amazing place,"My first visit to Nepal and my second visit to
The Road House, the people that work here were amazing, Angeela was my waitress and the service was excellent many thanks.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 17, 2023 ",Pizza,"Best pizza in ktm city. Place is very chill. Quick and good 
Staff are very attentive and friendly. Good ambience Thank you.",4
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 15, 2023 ",Excellent vibe and food!,"Always enjoy coming to Roadhouse when I am in town. I have been now to both locales. This one does not disappoint. Excellent vibe and service with superb food and choices of food, too. It's also quite a relaxing place!! If you're visiting KTM, this...is a non-touristy, excellent place in the Thamel area to enjoy!More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 13, 2023 ",Great breakfast & lunch!,Thank you Manish & the chefs for amazing breakfast/lunch experience. We will be back for dinner! They make amazing pizza and breakfast!More,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed July 30, 2023 ",Good service,"This place which is located in boudha is the best resturant for pizza , pasta and coffee . I mainly like here service . My server Soni Raii her personality is very good , friendly , well-mannered and polite she recommend me mushroom delight pizza...and seasonal fresh juice and sizzling brownie which was very delicious . I want to recommend this place to main foreigners . We will come here again.More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 2 weeks ago ,"Good food, great service ","We just went to have pizza, were confused what to order but Angeela sorted that out as we could order one pizza, half margarita and half greek. Pizza was very tasty and service was great from Angeela and all the staff who served us.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 2 weeks ago ,Beautiful restaurant—-fun atmosphere!,Love the pizza.  Love the atmosphere and I love the service!  This is such a classy place in the midst of the Thamel chaos!  I have been here many times and I have never been disappointed!   Angela and Raj Kumar and Rasmira were so great!,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 3 weeks ago ,Amazing Place!,It’s a fabulous place with amazing interiors and lip-smacking food. Really had fabulous time and our wait staff Pradip was very courteous.,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Great food and atmosphere!,"Fantastic food and service!  The Spicy 
mamacita pasta and the Roadhouse Platter were on point!  The service was also excellent.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Excellent,It is good place to have good pizza. A place to go for food. Please visit. Service is so fast and they all are so friendly and hospitable.,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Roadhouse Kathmandu,"Wonderful atmosphere, wonderful pizza, wonderful service. My favorite restaurant in Kathmandu. Highly recommend.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Superb pizzas and great service.,"Second visit in two years. Love Nepali food but after 2 weeks in Tibet, yak, rice, poor Chinese food, the Roadhouse pizza was a must. Tasty, fresh, excellent service and pizzas better than many London restaurants.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Home away from Home!,"When travelling for work, alone, for longer periods of time, the places where you stay and places where you eat are of great importance.

To be greated by name, poored your beer of choice by default.....   such small things are far from small things...

Angeela...is the sweetest person.
Small of stature, but with the biggest of hearts!

And, of course, my beloved Chi is treated, by all the staff, as the true diva that she is.

She hangs in the bar, ever so often.

I have my dinner,  Parsley ( saud Chi) has hers.
No questions asked.  Steamed chicken gets served unasked.

Not to mention spoon-fed water whenever Parsley is on the picky trail.

So, I admit freely, I have one spoiled rotten Chi, but then -so am I!More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Amazing place,"My first visit to Nepal and my second visit to
The Road House, the people that work here were amazing, Angeela was my waitress and the service was excellent many thanks.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 17, 2023 ",Pizza,"Best pizza in ktm city. Place is very chill. Quick and good 
Staff are very attentive and friendly. Good ambience Thank you.",4
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 15, 2023 ",Excellent vibe and food!,"Always enjoy coming to Roadhouse when I am in town. I have been now to both locales. This one does not disappoint. Excellent vibe and service with superb food and choices of food, too. It's also quite a relaxing place!! If you're visiting KTM, this...is a non-touristy, excellent place in the Thamel area to enjoy!More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 13, 2023 ",Great breakfast & lunch!,Thank you Manish & the chefs for amazing breakfast/lunch experience. We will be back for dinner! They make amazing pizza and breakfast!More,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed July 30, 2023 ",Good service,"This place which is located in boudha is the best resturant for pizza , pasta and coffee . I mainly like here service . My server Soni Raii her personality is very good , friendly , well-mannered and polite she recommend me mushroom delight pizza...and seasonal fresh juice and sizzling brownie which was very delicious . I want to recommend this place to main foreigners . We will come here again.More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 2 weeks ago ,"Good food, great service ","We just went to have pizza, were confused what to order but Angeela sorted that out as we could order one pizza, half margarita and half greek. Pizza was very tasty and service was great from Angeela and all the staff who served us.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 2 weeks ago ,Beautiful restaurant—-fun atmosphere!,Love the pizza.  Love the atmosphere and I love the service!  This is such a classy place in the midst of the Thamel chaos!  I have been here many times and I have never been disappointed!   Angela and Raj Kumar and Rasmira were so great!,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 3 weeks ago ,Amazing Place!,It’s a fabulous place with amazing interiors and lip-smacking food. Really had fabulous time and our wait staff Pradip was very courteous.,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Great food and atmosphere!,"Fantastic food and service!  The Spicy 
mamacita pasta and the Roadhouse Platter were on point!  The service was also excellent.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Excellent,It is good place to have good pizza. A place to go for food. Please visit. Service is so fast and they all are so friendly and hospitable.,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Roadhouse Kathmandu,"Wonderful atmosphere, wonderful pizza, wonderful service. My favorite restaurant in Kathmandu. Highly recommend.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Superb pizzas and great service.,"Second visit in two years. Love Nepali food but after 2 weeks in Tibet, yak, rice, poor Chinese food, the Roadhouse pizza was a must. Tasty, fresh, excellent service and pizzas better than many London restaurants.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Home away from Home!,"When travelling for work, alone, for longer periods of time, the places where you stay and places where you eat are of great importance.

To be greated by name, poored your beer of choice by default.....   such small things are far from small things...

Angeela...is the sweetest person.
Small of stature, but with the biggest of hearts!

And, of course, my beloved Chi is treated, by all the staff, as the true diva that she is.

She hangs in the bar, ever so often.

I have my dinner,  Parsley ( saud Chi) has hers.
No questions asked.  Steamed chicken gets served unasked.

Not to mention spoon-fed water whenever Parsley is on the picky trail.

So, I admit freely, I have one spoiled rotten Chi, but then -so am I!More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Amazing place,"My first visit to Nepal and my second visit to
The Road House, the people that work here were amazing, Angeela was my waitress and the service was excellent many thanks.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 17, 2023 ",Pizza,"Best pizza in ktm city. Place is very chill. Quick and good 
Staff are very attentive and friendly. Good ambience Thank you.",4
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 15, 2023 ",Excellent vibe and food!,"Always enjoy coming to Roadhouse when I am in town. I have been now to both locales. This one does not disappoint. Excellent vibe and service with superb food and choices of food, too. It's also quite a relaxing place!! If you're visiting KTM, this...is a non-touristy, excellent place in the Thamel area to enjoy!More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 13, 2023 ",Great breakfast & lunch!,Thank you Manish & the chefs for amazing breakfast/lunch experience. We will be back for dinner! They make amazing pizza and breakfast!More,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed July 30, 2023 ",Good service,"This place which is located in boudha is the best resturant for pizza , pasta and coffee . I mainly like here service . My server Soni Raii her personality is very good , friendly , well-mannered and polite she recommend me mushroom delight pizza...and seasonal fresh juice and sizzling brownie which was very delicious . I want to recommend this place to main foreigners . We will come here again.More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 2 weeks ago ,"Good food, great service ","We just went to have pizza, were confused what to order but Angeela sorted that out as we could order one pizza, half margarita and half greek. Pizza was very tasty and service was great from Angeela and all the staff who served us.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 2 weeks ago ,Beautiful restaurant—-fun atmosphere!,Love the pizza.  Love the atmosphere and I love the service!  This is such a classy place in the midst of the Thamel chaos!  I have been here many times and I have never been disappointed!   Angela and Raj Kumar and Rasmira were so great!,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 3 weeks ago ,Amazing Place!,It’s a fabulous place with amazing interiors and lip-smacking food. Really had fabulous time and our wait staff Pradip was very courteous.,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Great food and atmosphere!,"Fantastic food and service!  The Spicy 
mamacita pasta and the Roadhouse Platter were on point!  The service was also excellent.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Excellent,It is good place to have good pizza. A place to go for food. Please visit. Service is so fast and they all are so friendly and hospitable.,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Roadhouse Kathmandu,"Wonderful atmosphere, wonderful pizza, wonderful service. My favorite restaurant in Kathmandu. Highly recommend.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Superb pizzas and great service.,"Second visit in two years. Love Nepali food but after 2 weeks in Tibet, yak, rice, poor Chinese food, the Roadhouse pizza was a must. Tasty, fresh, excellent service and pizzas better than many London restaurants.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Home away from Home!,"When travelling for work, alone, for longer periods of time, the places where you stay and places where you eat are of great importance.

To be greated by name, poored your beer of choice by default.....   such small things are far from small things...

Angeela...is the sweetest person.
Small of stature, but with the biggest of hearts!

And, of course, my beloved Chi is treated, by all the staff, as the true diva that she is.

She hangs in the bar, ever so often.

I have my dinner,  Parsley ( saud Chi) has hers.
No questions asked.  Steamed chicken gets served unasked.

Not to mention spoon-fed water whenever Parsley is on the picky trail.

So, I admit freely, I have one spoiled rotten Chi, but then -so am I!More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Amazing place,"My first visit to Nepal and my second visit to
The Road House, the people that work here were amazing, Angeela was my waitress and the service was excellent many thanks.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 17, 2023 ",Pizza,"Best pizza in ktm city. Place is very chill. Quick and good 
Staff are very attentive and friendly. Good ambience Thank you.",4
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 15, 2023 ",Excellent vibe and food!,"Always enjoy coming to Roadhouse when I am in town. I have been now to both locales. This one does not disappoint. Excellent vibe and service with superb food and choices of food, too. It's also quite a relaxing place!! If you're visiting KTM, this...is a non-touristy, excellent place in the Thamel area to enjoy!More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed August 13, 2023 ",Great breakfast & lunch!,Thank you Manish & the chefs for amazing breakfast/lunch experience. We will be back for dinner! They make amazing pizza and breakfast!More,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks","Reviewed July 30, 2023 ",Good service,"This place which is located in boudha is the best resturant for pizza , pasta and coffee . I mainly like here service . My server Soni Raii her personality is very good , friendly , well-mannered and polite she recommend me mushroom delight pizza...and seasonal fresh juice and sizzling brownie which was very delicious . I want to recommend this place to main foreigners . We will come here again.More",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 2 weeks ago ,"Good food, great service ","We just went to have pizza, were confused what to order but Angeela sorted that out as we could order one pizza, half margarita and half greek. Pizza was very tasty and service was great from Angeela and all the staff who served us.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 2 weeks ago ,Beautiful restaurant—-fun atmosphere!,Love the pizza.  Love the atmosphere and I love the service!  This is such a classy place in the midst of the Thamel chaos!  I have been here many times and I have never been disappointed!   Angela and Raj Kumar and Rasmira were so great!,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 3 weeks ago ,Amazing Place!,It’s a fabulous place with amazing interiors and lip-smacking food. Really had fabulous time and our wait staff Pradip was very courteous.,5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Great food and atmosphere!,"Fantastic food and service!  The Spicy 
mamacita pasta and the Roadhouse Platter were on point!  The service was also excellent.",5
"ROADHOUSE CAFE THAMEL, Kathmandu - Menu, Prices & Restaurant Reviews - Tripadvisor","Lunch, Dinner, Brunch, Late Night, Drinks",Reviewed 4 weeks ago ,Excellent,It is good place to have good pizza. A place to go for food. Please visit. Service is so fast and they all are so friendly and hospitable.,5
