Name,Cusine,Date,Quote,Detail Review,Rating
"THE REEF, Chennai (Madras) - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, International",Reviewed 3 days ago ,Amazing place to stay,"Had a good time in the resort and enjoyed lovely breakfast. Thanks Priyanshu and Atanu.
Property is amazing near beach",5.00
"THE REEF, Chennai (Madras) - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, International",Reviewed 3 days ago ,Noce Restaurant ,The breakfast very delicious with variety of food. Priyanshu and Sahil were always available and showed courtesy to guests. Kudos to them.,5.00
"THE REEF, Chennai (Madras) - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, International",Reviewed 3 days ago ,Nice place to chill,Had a good time with colleagues. Priyanshu and Sharon served the table and were brilliant... Resort is on the beach and food is excellent.,5.00
"THE REEF, Chennai (Madras) - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, International",Reviewed 4 days ago ,The Reef,"Good food. Great service by priyanshu, sahil and sharon. Must come for a great variety of breakfast!More",5.00
"THE REEF, Chennai (Madras) - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, International",Reviewed 4 days ago ,Excellent food,Priyanshu MD and Neeraj were very helpful.  Their hospitality  was also very good. Food was very good. Too many varieties.More,5.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 2 days ago ,Best lunch ever ,The food is awesome service was excellent and a huge variety of food the dessert was also awesome . The staff was friendly specially thanks to akash Harish and chef Manoj,5.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 2 days ago ,Back in Delhi!!,"It’s so good on our first day in India to enjoy such a beautiful range of amazing dishes. 
Ishant our charming waiter was so helpful with his knowledge of the food available. 
I enjoyed a wonderful Dhosa!",5.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 3 days ago ,Delicious breakfast and great service!,"Service ,particularly from Somil, Himanshu & Regas was superb! There is a huge variety for breakfast with delicious international and authentic Indian options and the chai is amazing! Thank you!",5.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 3 days ago ,Dinner at tamra,"Chef Manoj and akash they made a delicious we love it and staff is also good
Desert were also good .",5.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 4 days ago ,Good experience ,Himanshu & the team are all so invested and professional. Really a good experience!  Food is Great and everybody is very kind and reliable.,5.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 6 days ago ,Top Breakfast and Service ,"Exceptional Breakfast and very forthcoming stuff. Kuldeep, Vikas and Ishant made this a very delightful experience. Will come back tomorrow :)",5.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 1 week ago ,Great breakfast with wide selection ,"Wonderful breakfast! Great array of different dishes from many parts of the world (West, India, East Asia) and all were very tasty. Ajay and Harish served us and were wonderful!",5.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 1 week ago ,Best restaurant and staff,"Exceptional food clients loved it. Tamra is exceptional as always leading by Saurabh, Firoz. Staff looked after our clients like gold Vikas, ishant, kuldeep, Shabhnam and specially our favorite chef Neelam ( so much hospitality with great smile) 
Thankyou everyone",5.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 1 week ago ,Excellent breakfast options & service,There was a great selection of food options & drinks. All to a very high standard & delicious. Kuldeep Vikas Ishant looked after us perfectly & we thoroughly enjoyed our breakfast experience.,5.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 1 week ago ,Le petit experience ,I dine at Le petit for dinner and i really enjoyed my dinner specially lobster ravioli everything was very perfect and there was a server Mr Hritik he is very professional with his work he was very attentive towards guest and I will come back...for sureMore,4.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 1 week ago ,an unforgettable experience,it’s an amazing experience at least petit chef. Awesome food and great show.i will give this experience 10/10 for sure.More,5.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 1 week ago ,Good breakfast ,"Clean and beautiful place with an huge amount of food. Personnel polite and friendly. Thank to Harish, Akku and VishalMore",5.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 1 week ago ,"Tamra Resturent New Delhi, hotel Sangrila","Visited Tamra Resturatent in Hotel Sangrila New Delhi today with family.

Excellent ambiance and taste of food. 

Arpit took special care of us. Firoz Ansari hosted us gracefully. 

A must visit place for allMore",5.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 1 week ago ,Amazing Service,"I stayed at the Shangri - La during a business trip. The breakfast at Tamara was included as part of my stay. It was a wonderful experience. The food was really good. I was initially nervous about my experience due to active gut issues and...gluten sensitivity but the staff was really nice to accommodate my needs. Kuldeep and Himanshu we’re exceptionally well and remembered my preferences so I wasn’t explaining myself over and over again. 

The best thing I liked about Tamara was the consistency in the quality of food and service. Also there were variety of dishes to choose from :) I did dine in during lunch/dinner as well.More",5.00
"TAMRA, New Delhi - Connaught Place/Janpath - Menu, Prices & Restaurant Reviews - Tripadvisor",,Reviewed 1 week ago ,Excellent service . We really recommend .,"The food is excellent and the service is excellent
We enjoyed everything.
Mr. Abhijeet had an excellent service for my friend and for me as wellMore",5.00
"MAAMS CAFE RESTAURANT, Pondicherry - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed February 29, 2020 ",Amazing resturant!!,One of the best food we had here! Very friendly staff and mouth watering food! It's a must visit place in Pondy,5.00
"MAAMS CAFE RESTAURANT, Pondicherry - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed January 12, 2020 ",One of the Best Restaurants,"This Restaurant is serving fresh & tasty foods, This Place is very Peaceful & clean,  Totally this is one of the best restaurants in the White Town,  Pondicherry",5.00
"MAAMS CAFE RESTAURANT, Pondicherry - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed January 11, 2020 ",Really very wonderful resturant,Really very wonderful resturant near by beach went with my family and had breakfast very tasty like home made,5.00
"MAAMS CAFE RESTAURANT, Pondicherry - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed December 18, 2019 ",Maams Café Restaurant,"A year-old restaurant on the North Boulevard (the present day Sardar Vallabhbhai Patel Salai) about 200 m from the Northern end of the beach (Ashram Play Ground end). Very small to accommodate about 16 persons, but very neat, clean and homely. The service was prompt....Rajesh is one smart and young waiter, who consulted our requirements with concern and brought them promptly. We went for the breakfast on a Sunday and ordered Mini Breakfast that consisted of an idli, vadai, onion oothappam, kichedi (or Pongal option), a sweet and coffee. The vadai came a bit late; but fresh, hot and as homely as our own house-made one. However, the mini jilabi sweet appeared to be brought from outside. We really enjoyed the Mini Breakfast that costed Rs. 100, each. Opened from 7 am to11 pm with about an hour break before noon and evening after 4 pm on all days except Monday.More",4.00
"SPICE OF CHINA, Mumbai - Andheri East - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Chinese, Asian",Reviewed yesterday ,Best Birthday Dinner ever!,"I had an absolutely delightful experience at Spice Of China restaurant on my birthday. The highlight of the evening was the wonderful sizzlers we ordered. They were not only delicious but also a feast for the eyes as they arrived sizzling and smoking at our...table. 

What added to the charm of the evening was our first-time experience using chopsticks. The staff was incredibly patient and helpful, ensuring we could enjoy our meal with a memorable experience.

Overall, Spice Of China provided the perfect setting for my birthday celebration. The combination of delicious food, captivating sizzlers, and the novelty of using chopsticks made it an evening to remember. I can't wait to return for another special occasion or even just a casual dining experience.
Must Visit Everyone.More",5.00
"SPICE OF CHINA, Mumbai - Andheri East - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Chinese, Asian","Reviewed June 22, 2023 ",Spice of China truly impressed me!,"Spice of China truly impressed me with their Chicken Crispy Lollipop and Smoked Chicken Chilly dishes. The Chicken Crispy Lollipop was perfectly cooked, with a delicious crispy coating that added a delightful crunch to each bite.  As for the Smoked Chicken Chilly, it was an...absolute flavor explosion. The smoky aroma infused the chicken beautifully, and the spicy chili gave it just the right amount of heat. Both dishes were a true delight, and I highly recommend Spice of China for their amazing chicken creations.More",5.00
"SPICE OF CHINA, Mumbai - Andheri East - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Chinese, Asian","Reviewed June 21, 2023 ",Spice of China nailed it with their Chicken Triple Schezwan Rice!,"Spice of China nailed it with their Chicken Triple Schezwan Rice! The flavors were explosive, and the quick delivery impressed me. Highly recommended!",5.00
"SPICE OF CHINA, Mumbai - Andheri East - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Chinese, Asian","Reviewed June 14, 2023 ",A must visit resturant in Mumbai ,"Spice of China is a must-visit Chinese restaurant that surpasses expectations. With a vast menu of flavorful dishes, attentive staff, and a warm ambiance, it delivers an unforgettable dining experience. From the delectable appetizers to the mouthwatering sizzlers, each dish is a celebration of authentic...Chinese cuisine. Don't miss the opportunity to indulge in their exquisite dessert, Sizzling Brownie. Spice of China is a true culinary gem that will leave you craving for more.More",5.00
"SPICE OF CHINA, Mumbai - Andheri East - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Chinese, Asian","Reviewed April 22, 2023 ","If it is Chinese in the suburbs, it has to be Spice Of China!","Excellent Cuisine with Double Excellent Hospitality at Spice Of China. We tried the Smoked Pork, Chicken tree, Prawn Soup and Sizzlers. Just the best food i had in ages!!!",5.00
"SPICE OF CHINA, Mumbai - Andheri East - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Chinese, Asian","Reviewed August 11, 2022 ",Spice of china is my favourite Restaurant.,Spice of china is my favourite Restaurant. They have the best manchow soup and the lollypop here  r the best!!!! I had come with my friends we also had the sizzlers....great service and food came fast and hot!,5.00
"SPICE OF CHINA, Mumbai - Andheri East - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Chinese, Asian","Reviewed July 8, 2022 ",Good food,"Nice food, good service, tasty soup.
They had this new dish chicken in hot garlic sauce. Guys try it out.",5.00
"SPICE OF CHINA, Mumbai - Andheri East - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Chinese, Asian","Reviewed October 5, 2021 ",Good hotel,"Nice food, good service, tasty soup. 
They had this new dish chicken in hot garlic sauce. Guys try it out.",5.00
"SPICE OF CHINA, Mumbai - Andheri East - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Chinese, Asian","Reviewed September 26, 2021 ",Very good food,"This restaurant is very good ,
for Chinese food, and this hotel give us many facilities. We panned a bday party and had a blast.",5.00
"SPICE OF CHINA, Mumbai - Andheri East - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Chinese, Asian","Reviewed August 11, 2021 ",Nice place must visit,Nice place finally got to dine in a restaurant ....this is a family run restaurant...a nice place to find quality food over generic tasting food we find in large chains now days...also they make everything fresh and use sunflower oil which made food taste sooo...good but was smooth on the tummy tooo... Its a place one must visit......More,5.00
"SPICE OF CHINA, Mumbai - Andheri East - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Chinese, Asian","Reviewed July 31, 2021 ",Great experience,"I had a great experience .everyone should visit this place . You will love the vibe over here . Its food has great taste. its has nice ambions . 
 Excellent hygienic food.  they follow all covid noms",5.00
"SPICE OF CHINA, Mumbai - Andheri East - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Chinese, Asian","Reviewed June 27, 2021 ",Good food,Good food great taste. Nice chicken lollypop .... Great fried rice had real good Chinese after long.,5.00
"SPICE OF CHINA, Mumbai - Andheri East - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Chinese, Asian","Reviewed April 16, 2021 ",Nice food,"Nice food great taste, love the paneer malayasian . Value for money andfast delivery too. Always love the sizzlers",5.00
"AHAAN - THE RESTAURANT, Rameswaram - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, Italian, International",Reviewed yesterday ,Ahaan,I am very with breakfast arrangement and there is one girl named Kavita who organsied breakfast very well.,5.00
"AHAAN - THE RESTAURANT, Rameswaram - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, Italian, International",Reviewed 2 days ago ,Nice ambiance ,Nice ambiance and also smart staff’s especially Nithaya. Tasty food. All over very nice experience. Keep it up,5.00
"AHAAN - THE RESTAURANT, Rameswaram - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, Italian, International",Reviewed 3 days ago ,Breakfast ,Breakfast is selectively good and the person named Kavitha was really helpful in assist. Overall experience is ok,5.00
"AHAAN - THE RESTAURANT, Rameswaram - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, Italian, International",Reviewed 3 days ago ,Excellent breakfast,"Kavitha took care of our group really well at the breakfast table. Very patient and served the group with a smile ! 

Excellent service !",5.00
"AHAAN - THE RESTAURANT, Rameswaram - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, Italian, International",Reviewed 6 days ago ,Wonderful experience with nice atmosphere .,"Excellent service.and food is testy with delicious sweet dish.
I wish to go for this hotel again and again .More",5.00
"AHAAN - THE RESTAURANT, Rameswaram - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, Italian, International",Reviewed 6 days ago ,Lunch and stay for 2 days,Stayed for 2 days. We had veg lunch at Ahaan. Nitya's service and all smile attitude helped us to choose right items.More,5.00
"AHAAN - THE RESTAURANT, Rameswaram - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, Italian, International",Reviewed 1 week ago ,Excellent,"Very good experience with ambiance, staff and food. All staff are very polite and smiling specially kavita was superb",5.00
"AHAAN - THE RESTAURANT, Rameswaram - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, Italian, International",Reviewed 1 week ago ,Excellent service by Kavitha ,"Excellent food, staff is super friendly.  Today I was served by Kavitha. She took such good care of me as soon as I walked in. She helped me. My meals came in swiftly.",5.00
"AHAAN - THE RESTAURANT, Rameswaram - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, Italian, International",Reviewed 1 week ago ,Excellent stay but hotel still under renovation ,"Service and hospitality was excellent . The rooms , food options and amenities could be improved though.

Special kudos to Kavitha and Nithya for making our stay very pleasant.More",5.00
"AHAAN - THE RESTAURANT, Rameswaram - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, Italian, International",Reviewed 1 week ago ,Restaurant service ,"Great place, excellent services, very cooperative staff , special mention for Kavita .. who helped us very lovingly .",4.00
"AHAAN - THE RESTAURANT, Rameswaram - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, Italian, International",Reviewed 1 week ago ,Ahaan,"Kavita has been great with us …whole staff is so nice and gentle 
We loved our stay in hotel good serviceMore",5.00
"AHAAN - THE RESTAURANT, Rameswaram - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, Italian, International",Reviewed 2 weeks ago ,Ahaan,Service very good. Kavitha was very friendly and courteous. Ambiance was good. Variety of dishes available.,5.00
"AHAAN - THE RESTAURANT, Rameswaram - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, Italian, International",Reviewed 2 weeks ago ,Excellent Kavita ,Kavita has given her excellent service and she will be an asset to the organisation.. wishing her all the best,5.00
"AHAAN - THE RESTAURANT, Rameswaram - Menu, Prices & Restaurant Reviews - Tripadvisor","Indian, Asian, Italian, International",Reviewed 2 weeks ago ,"Ahaan at Daiwik, Rameshwaram ","We had issues with the buffet as there was a huge crowd and food was not getting refilled on time. I spoke with Jibin & Villan about this and they heard us out patiently and assured us that they'd rectify it. Turns out that they...were not prepared for the unexpected crowd and they had these issues because they prepare food fresh and don't reheat pre cooked food. Food was delicious, recommend   Ahaan for good vegetarian fare at Rameshwaram. Kavitha in the restaurant  was also very helpful.More",4.00
"JYOTI VIHAR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed October 12, 2021 ",Jyoti vihar,"This seems to be Jyoti Vihar 1.0 - in its new avatar. 
Old timers will realise that this new avatar is a complete disaster. Absolutely nothing about this is what the iconic Jyoti Vihar was for Kolkatans. 
The ground floor which was not used earlier...has been revamped and in a cramped up area plastic tables and chairs have been some how fitted in hardly any space between two tables and absolutely no space next to each other in the table that you would sit in. There is loud , bright , garish menu board against the wall in front of a counter which serves as a talk away and self help counter. 
The staff is all gone and there is only person to serve who inspite of his best efforts is overwhelmed. 
The food is atrocious and the way it is served makes it look absolutely unpalatable. A dosa is folded to fit into a tiny plastic plate. The idly dipped in sambar which was what most people ordered there for years now comes in a shallow glass dish. The idly as hard as a rock and the dosa seemed to have been fried!! Clearly shows the kitchen staff too is gone. In all probability this place seems to have changed ownership. 
For old timers this Jyoti Vihar will come as a shock. Better to stay awayMore",1.00
"JYOTI VIHAR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed March 15, 2020 ",South Indian tiffin house,"Those who have been to Ramakrishna Tiffin House in Deshopriyo Park will be familiar with the menu at Jyoti Vihar. Turns out the owner is the same. This one is located near the American consulate office and thereby there is no parking facility nearby. The...entrance is shabby( the room is used to sit people waiting for their turn to enter the cafe). You climb up stairs to an air conditioned enclosure. The place is cleaner than it’s sister concern. Still the cleanliness at Jyoti Vihar needs to improve with napkins lying on the ground, seepage on the wall and rather shabby look of the glasses in which water is served. This is basically a tiffin house and what you get on the menu are snacks and coffee. As expected the food is good but inferior to its sister concern. The service is decent and the prices reasonable. Probably overhyped.More",4.00
"JYOTI VIHAR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed January 18, 2020 ",Must visit for South Indian breakfast ,"The food is always fresh and piping hot. Have been coming here since my school days and the quality has remained the same all these years. Soft fluffy idlis, deliciously thin dosas and the best crisp vadas I have ever eaten. Come before 1 pm...or you will have to wait in line. But trust me, the wait is worth it.More",5.00
"JYOTI VIHAR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed January 1, 2020 ",Great Tiffin,"Dosas, idlis, vadas - amongst the best in town in a typical South Indian cafe, to be washed down with a yard of frothy milky sweet coffee.",5.00
"JYOTI VIHAR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed July 19, 2019 ",A good restaurant,My father used to like this South Indian restaurant..I like this restaurant too...love their Masala Dosa..especially prefer the Paper Masala Dosa..they make soft and fluffy Idlis..Sambhar and chutney both need special mention..whenever I enter always get the typical South Indian flavor...a good restaurant,4.00
"JYOTI VIHAR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed June 19, 2019 ",Great lunch ,"This is a great south indian food place for lunch anyone wanting south indian can have a plate full.
It opens for lunches and is up till late evening has a great dosa called the ghee dosa and in the eastern part of India one...of the best places for south indian food. 
The Restraunt furniture is same as what it was may be 30 years ago but that does not in any way effects the quality and taste of the food.More",5.00
"JYOTI VIHAR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed April 24, 2019 ",Jyoti Vihar,This place is on the american embassy street Nd near Kenil worth hotel and is well known for the south indian fare..Idli's are very soft melt in the mouth.worth visit.,5.00
"JYOTI VIHAR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed February 21, 2019 ",Best South Indian ,"This South Indian joint serves excellent South Indian food and is located in central Kolkata 
The service is excellent",5.00
"JYOTI VIHAR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed February 18, 2019 ",Top Class,"I have been going to this restaurant since I was a kid. But it was the 1st that I went after a very long gap and was surprised to see that It has been renovated a little bit. Coming to the food, it still tastes...the same from my day 1. 

Tastly and lip smacking are the only 2 words I have.More",4.00
"JYOTI VIHAR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed February 12, 2019 ",Yummy Idly,A typical South Indian Restaurant. The softest Idly I had ever had in Kolkata. Masala Dosa was really tasty. Rather every food is yummy.,5.00
"JYOTI VIHAR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed December 28, 2018 ",South Indian Heaven.,Amazing south Indian food. Try the new range of rava dosas. Love the sambhar and rasam. Must try for foodies.,5.00
"JYOTI VIHAR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed December 13, 2018 ",Top dosa ,Excellent south India food at excellent value . Hidden gem . Have been making top south India food for 40 years that I can remember.short on space but not on taste,5.00
"JYOTI VIHAR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed September 26, 2018 ",Must visit for South Indian lovers,a small place serving super awesome south indian food at reasonable rates...That's all once can ask for. Lunch time is a little crowded if office goers and college kids so plan an early lunch if you want to get an assured table.,4.00
"JYOTI VIHAR, Kolkata (Calcutta) - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options","Reviewed August 31, 2018 ",South Indian,Craving for some delicious south Indian food when you are in camac street? This is one place to go for authentic south Indian food.,5.00
"ZOOBY'S KITCHEN, Nainital - Restaurant Reviews & Photos - Tripadvisor","Indian, Grill, International","Reviewed July 10, 2023 ",very nice ambience,Very best place in bhimtal with the nice and beautiful view food is absolutely delicious and staff is very good and friendly!!,4.00
"ZOOBY'S KITCHEN, Nainital - Restaurant Reviews & Photos - Tripadvisor","Indian, Grill, International","Reviewed July 10, 2023 ",Best Restaurant in Nainital,One of the best restaurants in Nainital I have been to! Cozy ambience and beautiful lake view is what this place is all about. The food is just amazing and the service is also very fast. Must try their cold coffee and paneer tikka. Prices...are worth their taste! Must try this place when in Nainital.More,5.00
"ZOOBY'S KITCHEN, Nainital - Restaurant Reviews & Photos - Tripadvisor","Indian, Grill, International","Reviewed July 10, 2023 ",Best Restaurant in Nainital,One of the most amazing place to have a good time with your friends and have some delicious variety of food. The quality and quantity of food is commendable. Must try their hazelnut cold coffee and Zooby’s spl. Chicken.,5.00
"ZOOBY'S KITCHEN, Nainital - Restaurant Reviews & Photos - Tripadvisor","Indian, Grill, International","Reviewed May 29, 2023 ",Expected a lot more..the place is over priced for the food.,"Ambience is great and location is also good.
We were 8 people including kids, all vegetarians.
The food was okay and not too great in terms of taste and flavor. The portion sizes were average and below average with few dishes.
Their American chop Suey...and pizza were good.
Burgers were just fine as we found the burger patty to be somewhat stale.
From the desert section, they did not have any Sundaes to serve.More",3.00
"ZOOBY'S KITCHEN, Nainital - Restaurant Reviews & Photos - Tripadvisor","Indian, Grill, International","Reviewed April 27, 2023 ",One of the best Restaurant in Nainital,"I recently visited to Zoobys Kitchen in Nainital with my friends. Loved the taste and the service. Best part it’s exactly like delhi’s food. I will recommend you to try Paneer tikka, Dal makhni and Noodles",5.00
"ZOOBY'S KITCHEN, Nainital - Restaurant Reviews & Photos - Tripadvisor","Indian, Grill, International","Reviewed April 20, 2023 ",Beautiful cafe,"A must visit resturant whenever you are travelling to nanital, its situated exactly on the mall road. The sitting allows you a great view of the lake. The service is quick and ambience is beautiful. Speaking about the food. I love the north indian they...serve, Paneer tikka has to be ordered everytime I visit here. They also serve great chinese particularly noodles and manchurian. Just love the overall experience.More",5.00
"ZOOBY'S KITCHEN, Nainital - Restaurant Reviews & Photos - Tripadvisor","Indian, Grill, International","Reviewed April 16, 2023 ",Good food and ambience,"Google refered place, worth a visit the food was good but service can be improved. Changezi chicken was good, paratha large size.
Server was lazy.",4.00
"ZOOBY'S KITCHEN, Nainital - Restaurant Reviews & Photos - Tripadvisor","Indian, Grill, International","Reviewed April 14, 2023 ",Nice place for dinning ,It's really amazing place for dinning I went here for lunch . Food was delicious and the ambition was unique just lake side .,4.00
"ZOOBY'S KITCHEN, Nainital - Restaurant Reviews & Photos - Tripadvisor","Indian, Grill, International","Reviewed April 10, 2023 ",Amazing time,"I really loved the experience, from ambience to food and staff all things were super satisfactory, I have ordered snacks chilly mushroom and dahi ke sholey, both the things were delicious and filling",5.00
"ZOOBY'S KITCHEN, Nainital - Restaurant Reviews & Photos - Tripadvisor","Indian, Grill, International","Reviewed March 14, 2023 ",Excellent,"Great Ambience and lovely Food. Restaurant uses fine quality of crockeries, drink served was very average though. Server was quick and Italian is lovely.",5.00
"ZOOBY'S KITCHEN, Nainital - Restaurant Reviews & Photos - Tripadvisor","Indian, Grill, International","Reviewed February 16, 2023 ",Ok Ok Taste ,"Ambience n staff is good
Food taste is at Par
Not that wow thing but ok overall
Next time i may NOT visit.
I have ordered Dal makhni n Paneer Butter Masala (Veg only)
3 out of 5 i would give to taste 
Qty wise...4/5.
If ur looking for spicy food like me den try someone else dat's what i may suggest.More",3.00
"ZOOBY'S KITCHEN, Nainital - Restaurant Reviews & Photos - Tripadvisor","Indian, Grill, International","Reviewed November 7, 2022 ",A must visit !,"This restaurant has an amazing lake view & ambiance. The food is super delicious…we had lunch at this lovely place. Must tell you, each portion is sumptuous. 
Must visit if you are visiting Nainital!!",5.00
"ZOOBY'S KITCHEN, Nainital - Restaurant Reviews & Photos - Tripadvisor","Indian, Grill, International","Reviewed November 7, 2022 ",Enjoy Meal Overlooking Lake,"On mail road, overlooking the Naini Lake, the restaurant has a cool ambience.   We visited for an evening snacks and could occupy a window seat with a view of busy mall road and lake. We ordered Ice Tea, Fried and Kabab. The serving was prompt,...staffs were courteous. One can enjoy the meal with a nice view of lake / surroundings.More",4.00
"ESSENCE - ALL DAY DINING, Ahmedabad - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Seafood, Asian, International",Reviewed 4 days ago ,Family dinner at ESSENCE ,"It's been a great dinner great family get together I would like to say thanks to all essence staff special thanks goes to lakshman , Mr sishupal , rohit and Trisha who has done really good serviceMore",5.00
"ESSENCE - ALL DAY DINING, Ahmedabad - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Seafood, Asian, International",Reviewed 1 week ago ,good,"Dinner was nice and services was Great. The one who gave us the best service is SUSMITA. She is a very good person whetever she does she does it from heart. Nice place 
keep it up SUSMITAMore",5.00
"ESSENCE - ALL DAY DINING, Ahmedabad - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Seafood, Asian, International",Reviewed 1 week ago ,Dinner at Essence ,"Honestly, I really like coming here and also i came from  here after long time. Dinner was amazing and Susmita maam served us and look after us very well. Nice friendly. Thank you maam for your help and support.More",5.00
"ESSENCE - ALL DAY DINING, Ahmedabad - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Indian, Seafood, Asian, International",Reviewed 1 week ago ,Delicious and service is awesome ,"Susmita service and food is awesome . We had 2 days and food was delicious.
Sushmita service is helpfulMore",5.00
